Compound_ID,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
Com_92_pos,74187732.16,54768190.08,66980904.3,167828512.7,33723200.6,289975428.9,557684037.2,43876139.5,4640548366,792476582.4,3887588428,3710169103,371850944.2,36862176.52,6502902490,1914007998,157454922.1,200639320.9,219936607.7,167213525.2,117096449.4,137117673.1,968278396.4,902508483.6,1777775367,513323667.7,932395072.4,2750679917,1481514056,238341195.9,2588940650,1093008465
Com_97_pos,87704408.31,292375661.5,246406237.8,195302419.4,194198633.6,369098801.7,4045788729,176076415.2,2788237276,820402486.2,572455411.3,206169866.9,538231796.1,190790217,6270849552,949736065.3,978250203,2581215556,518488775.8,881710275.4,1513982003,850452993.7,366074121.4,1510278875,397703494.9,388715617.3,435401662.8,869262903.6,215142881.3,720420811.9,541690481.5,457729779
Com_98_pos,6414524435,371363163.5,234374398.8,1517893762,135364956,2709635802,2363317278,2074101821,355168131.5,249123725.8,189881783.7,3870465390,2505465701,165344205.4,984680616.2,5127248108,269033951.2,457594337.3,582974097,359107403.5,384395931.2,155892416,262399592.5,657580870.8,72072201.14,127896940.9,54919627.38,640281400.4,45451946.77,60543937.49,570391337.7,79336274.81
Com_298_pos,995844317.4,347690149.3,153648592.3,706531186.4,227343226.4,748211592.9,929981657.6,677718981.2,905819230.9,752127204.4,698065119.6,1250317154,607876236.1,276489212.5,1622561476,857745223.8,700089324.6,749607090.2,463607233.3,378524563.9,781199610.2,455430183.3,647105970.9,566139764.6,273700874.9,238300350.5,344416817.2,812196392.6,103276650.3,256284546.2,293415356.1,393372570.2
Com_463_pos,892154955.6,427652154.3,383948904.6,716425220.3,236255352,1139996706,605136215.4,354745703.3,343754906.5,124146691.8,864377995.2,409851316.3,620678111.2,305046183.3,598169127.6,273483356.6,142722017.9,203387764.7,94521548.98,112019611.3,202637490,98786070.03,64781976.61,112260591.6,118924855.8,69154349.54,92463925.4,166324363.6,58766680.59,58060293.49,201805564.3,55816510.17
Com_740_pos,409601187,344779221,364132706.8,329887879.8,216746261.8,681676742,631164991,443315771.9,284343362.2,140884548.1,517121870.4,416204321.5,331653799.8,214582970.1,270490780.5,365647856.5,516147941.2,669969764,752118141.9,423885539.1,504767892.8,381574877.4,351777345,424484849.2,420948666.4,147642850.2,284860795.4,246281481.8,226188396.8,107372347.8,356514471.9,265942861.3
Com_781_pos,18856548.58,25163080.31,45629662.86,17393148.27,21488526.88,37859718.26,56157561.06,18358472.99,495080410.3,22881599.44,37039524.41,149320375.2,160658525.3,41388680.15,503524579,40576980.36,23487266.57,30155916.24,20948547.3,32011038.74,22287475.56,21690149.09,329873096.1,21542585.72,18400669.67,28664397.28,10708707.8,89288419.79,10398067.76,20234613.92,112827697.1,31503638.72
Com_809_pos,14658009.63,17111908.06,12835430.95,9870696.212,4337189.406,20007392.09,20209506.28,19197944.65,55768968.88,16602632.63,131040675.8,30164675.76,18418684.17,7661180.086,623163460.1,46692082.57,12289980,11368127.72,16651942.85,16500097.34,11272717.97,14406937.77,10817544.48,15510691.98,11825328.32,27236657.11,9533368.006,7910452.374,8697913.039,13587669.8,9338749.987,28103914.23
Com_818_pos,10230538.98,29831797.72,36371450.55,7944398.054,1202932.657,20630123.86,99573341.21,15056079.26,81996910.68,45308907.14,38608904.8,14747295.35,6023725.42,7104466.531,68047318.08,33272002.75,277818713.6,181544434.9,90189844.47,211283714.6,660762864.1,114287902,838386317.3,428573279.5,288571948.5,262864823.4,228564862.7,385241180.5,121430026,47058432.06,84859892.85,256799536.4
Com_865_pos,194993709.1,52398040.13,144393663.6,227614637.1,212066982.7,312537791.9,2186624332,527511124.6,360118722,654172371.7,22846556.93,141076468.4,297769539.2,121751546,306664929.8,185470318.3,527557107,465291446.8,170721150.1,230835380.5,1035814190,225959481.4,293289195,393305703,161569792.1,292381176.8,308626526.8,144853416.3,9888473.48,465393702.1,111526634.8,106950351.2
Com_882_pos,173769590.8,127778738.7,121616409.5,223378073.7,210239142.1,310018733.9,2128772550,490368313.4,340482890.5,600475414.8,22515469.7,137277601.8,291819674,113260869.7,298701891.3,160670625.2,491480858.6,439532119.3,146798496.3,211254784.2,939248293.8,189701082.7,238924890.2,349238217.1,148419164.8,268375299.9,270032338.2,134978770.6,9169356.055,390320032.6,92826487.48,94110790.78
Com_1033_pos,73192509.19,40190504.14,34983485.62,37741661.91,22050786.67,108844531.2,97953833.95,70044111.05,268874333.5,258386122.3,195282619.1,439347112.4,74413125.05,22494649.53,460809653.8,358986900.2,33961435.31,44315202.62,32401741.28,41257823.26,31015674.74,28532137.04,28698419.4,71184464.14,29537419.03,44704149.96,17085771.28,47019753.28,18333004.64,14255033.83,72224815.94,49633522.82
Com_1064_pos,3482841.208,3626906.211,2917581.658,2807533.416,1751406.656,2744494.842,5704123.153,6305816.665,20291633.27,40197175.04,31348895.01,30280774.38,7362678.789,7485130.481,44497895.39,33645729.87,5257272.118,6513367.176,4770440.768,3841589.228,12216917.31,8206474.744,6510832.47,5237280.546,5430581.825,6054517.774,10450598.59,5816089.886,2114375.448,9101414.482,5332640.563,4738899.42
Com_1500_pos,122211073.4,111522742.8,98784955.24,81089984.41,43564104.31,121551115.2,130068411.6,95467443.33,60535907.09,71233211.17,42716256.9,64743245.95,112265181.6,89655354.29,81814127.79,87705562.13,133595590.8,113371278.8,51043996.61,97981843.69,362290853.7,74485351.85,529715571.7,216968549,192192034.1,105241620.3,106219294.2,136447826.3,103577752.9,100996757.3,121168852.2,141032630.1
Com_1969_pos,13488595.61,18930579.12,17609045.98,15312356.16,9895918.141,24541548.65,13092435.04,39633413.94,54041363.53,26123170.96,200475355.8,66814735.02,34413182.09,7558004.426,43040517.71,61050994.56,26185807.14,21757677.94,45507328.05,23343649.91,27753905.14,17107488.57,27981935.49,17264338.59,18452752.93,8772125.734,18045642.59,13735020.09,11776522.32,3116884.16,21196566.94,21083548.04
Com_1988_pos,186306458.1,193674512.3,103281284.1,123481393.9,74210645.49,172649560.5,390830773.1,209730385,156628747.1,182994750.5,123492870.5,160802603.6,126472305.8,81774968.47,156649552.8,308514929.4,139531076.2,183947778.7,119640597,90731885.67,130249928.4,96086995.61,119589238.3,122091251.8,88350857.02,75720591.89,85726090.71,176800084.6,57558590.21,127291347.5,120289320.9,71028472.19
Com_2080_pos,127305989.7,226804321.4,130108699.2,76926563.96,119920432.8,210226837.4,471402200.7,162100320.8,184055130.4,255605467,172800566.7,185642105.8,170146539.6,99574927.87,201358921.6,275925508.8,381812998,233758659,357037862.1,352670395.3,423052418.9,267849319.9,146600071.6,267447023.7,397488488,176159599.1,266005805.7,348321537,208600746.6,257391968.9,159456532.2,199220812.5
Com_2915_pos,16539303.48,11780764.76,12790485.04,10544937.35,6483314.836,11484116.85,30330633.66,19741947.79,17899216.36,10632867.9,19662354.07,20274521.56,15730490.19,11357566.51,132480667.2,71900490.59,10594118,14588262.92,8234152.91,7345066.916,25395262.26,9533847.314,10308575.74,10951483.89,6273429.715,5335858.114,5526593.197,7271965.031,2944647.278,4822338.941,6667282.867,5276092.403
Com_2949_pos,16921380.65,20446287.58,24169207.42,4929122.772,9481373.437,11796765.14,14505207.51,5761882.613,16423986.98,20403873.5,17085341.35,42259312.43,4960739.436,7339877.057,12785166.77,16554192.88,179670712.6,130447915,44461198.12,127081156.6,206229931.3,138991097.4,235498404.8,157400801.1,100576290.4,52128754.66,51989050.89,50997509.98,35488851.96,83940050.41,71998232.23,62098195.12
Com_3239_pos,16083680.84,64780468.14,20098801.49,43250887.3,59283538.68,39715603.22,33690887.26,28336894.34,14801729.9,7898038.875,82692072.07,57554939.19,82138845.39,72755879.75,15726023.75,20359341.93,3256106.836,4966085.127,3788326.173,3582077.004,3430106.68,3386450.456,2119869.987,2999650.451,2935153.954,2097924.118,2529894.402,7890190.94,1843920.626,2069586.577,1646974.42,1766240.813
Com_3430_pos,5941714.929,12860541.67,12948847.59,19813883.77,6858676.488,35155047.79,6880636.556,33088174.83,12322685.62,21587220.94,15855163.33,13354168.14,33031621.27,9210275.637,40496373.52,32933518.49,113184321.8,202596269.9,61748650.9,54929075.18,95972226.18,73719373.43,91073663.33,136952087.9,47271588.88,14901270.86,57771577.13,121751862.6,13004068.69,8978739.924,76682854.1,67597845.91
Com_3530_pos,63476994.03,99544752.28,85411200.52,102570014.4,120689587.3,209282907.6,132185263.6,93211781.97,61048527,50998342.29,42076894.44,47298962.84,100297593,117303208.9,87128510.41,105559818.8,16954377.16,21752208.39,21870617.75,16293442.08,24338101.41,13775421.19,22295095.26,10746686.31,17727912.07,12506830.88,8791548.444,23955974.16,4590640.842,24334608.31,9107200.104,18663218.77
Com_3904_pos,23103369.04,20794613.91,16968514.65,69190491.65,75985102.09,127032854.5,37585098.51,65222640.23,4318567.289,3842835.234,26752516.41,16135497.95,50183254.74,105711785.1,2181749.958,31675459.46,6500194.191,8060561.491,5830861.376,6035943.86,4799585.631,5965683.014,1898464.367,4015442.145,5359448.016,7084732.125,2414157.015,2984466.894,3449476.848,4193540.778,1687423.102,1265591.677
Com_4257_pos,11427720.07,13623981.1,17018823.38,7628563.665,9357651.862,10928828.53,16370183.09,13941019.04,41198550.21,26033905.2,8387995.366,14001888.71,13289242.84,12213178.08,30928433.82,27883452.46,30323075.33,27962108.13,22589610.15,35528271.6,36861121.9,34810219.9,83231294.33,25750413.69,15700540.08,12257654.26,15138058.29,27906297.55,9810038.458,19594313.18,23805192.51,12041489.39
Com_4330_pos,33912936.22,20825272.52,48419220.35,24417041.86,353321.0975,93122505.08,37915995.87,61241592.91,5804178.899,2857754.52,2607642.634,13701488.14,6306914.38,9474501.93,466769.6269,7253815.016,42968227.16,88935095.13,78935958.56,46860019.96,46206989.2,49187120.44,56476419.54,79792392.99,17016941.25,32670238.65,72607942.79,36162725.18,36354414.67,29995768.85,118317435,11185778.84
Com_4453_pos,1855569.067,3708662.983,3926651.812,1468076.5,2558122.191,3233797.162,9286019.868,2684880.935,42644754.03,150044156.8,13451476.21,3881538.521,2143165.019,1965354.188,10312906.86,9022025.337,5643519.369,7212821.586,4862341.915,4976130.314,3896945.047,5613418.586,4297046.823,3284419.106,8267670.241,5353706.873,18122788.78,12895911.39,6922240.525,46714022.77,6219499.164,9487508.449
Com_4607_pos,52475298.59,102792660.6,100705360.8,38100175.25,13666839.26,56037814.73,34459266.7,17848682.71,23848788.69,19714784.61,83849653.86,102913623.4,15619030.17,15149619.79,13334349.86,57201934.67,15643794.29,44845853.71,29048774.42,19163688.8,61273165.12,32724331.67,50527923.02,27862101.89,30505094.87,21735018.05,20062248.1,9070007.693,10578573.36,22251286.8,4587021.604,11577077.84
Com_4906_pos,2294479.385,2245713.385,2567759.769,1413713.047,1462042.058,2682635.242,6365797.205,1682019.309,1697975.113,1847474.924,741414.1534,1690454.472,1880446.545,1183624.01,1775986.843,2624936.918,148976714.6,153410984.5,118043510.3,131914903.9,100817650.7,289076572,54594634.66,4070319.543,145014664.3,25908113.73,181908316.6,16544562.79,18042758.7,87354723.16,2995134.406,5073268.934
Com_5954_pos,5585516.597,7406677.425,8097497.297,3049745.142,4836851.948,5533494.991,23167696.75,7988269.84,19117929.5,14214777.67,5474461.908,6834271.789,3578654.205,5969820.792,29410544.51,13676973.18,16311831.58,19228968.76,37938445.78,28042412.88,15234068.81,39031980.15,13227236.15,3887498.303,27412560.69,42322559.49,17790984.83,115320452.9,11886754.19,7675686.999,10321784.13,23836990.1
Com_6689_pos,4425108.409,4695379.911,4487208.834,4581014.157,2137302.905,5611200.775,160530447.1,4492404.106,8523771.72,13712756.84,12916049.91,10376296.17,5845765.558,2129245.575,4361412.811,9807619.756,3408164.976,3055725.619,5277814.907,2878627.597,4888958.758,4223698.009,3179599.609,2475716.274,6744764.753,1856624.337,4853535.67,7549946.522,2885059.708,5887662.778,3030973.331,2131132.042
Com_6784_pos,10174396.98,35724466.33,36299908.19,44080203.75,36332044.6,36175798.88,38479584.92,37942320.36,28942546.52,20614480.3,17988784.46,28719651.98,23568365.89,30600151,13070218.83,57221045.73,13160508.01,52223525.72,42790655.92,27979466.68,21283468.92,26140154.87,27744263.73,32695092.01,19254092.66,27394830.9,16190784.07,23779139.52,13855143.54,14261310.96,16881444,9377207.323
Com_7255_pos,11647397.77,17581185.91,18135465.28,14776632.67,11737756.12,24214292.18,23410466.8,15018610.8,30957118.13,21210742.68,8376600.165,10138007.56,8470258.06,10845303.83,40295426.04,15678481.74,18547069.33,21888585.5,15945535.8,15563078.29,17814283.26,14367643.16,11733559.9,16607859.51,15508880.93,21465790.04,10325552.28,11844232.37,17608647.45,17170896.6,13921960.82,61861247.27
Com_7451_pos,2112326.069,6455288.368,6054569.853,2512677.26,3768446.568,4072225.103,8860267.314,4566500.751,11779181.89,26820729.2,6183218.343,4922267.12,4092475.928,2266923.292,38846046.64,7432647.532,7638701.824,12536875.35,9025215.69,8393194.935,8061027.035,10446222.65,5240295.129,5649436.009,7697716.063,8815184.156,8049083.734,14109098.25,11238944.9,9114548.725,4697386.755,6783842.83
Com_8875_pos,12065068.87,18690233.37,22425392.54,10596598.71,11868613.13,8024987.723,51683769.16,14087586.91,24031146.78,26015917.02,12991825.9,15601065.49,14118876.16,14574215.11,26371999.98,30898497.21,36107297.92,47567963.75,31910308.7,28327494.64,41466596.32,34794441.18,14632894.36,21123839.88,47688375.03,52906893.76,28473475.61,56463834.04,68758688.93,27262909.18,15768169.98,12938536.79
Com_9580_pos,3371416.043,2925768.997,3175726.074,1753177.343,1777048.057,2276690.42,102981026.5,1950452.708,1506037.116,1928083.904,2423225.832,3175446.672,2617789.632,2504034.56,3240507.649,10641807.21,3137547.166,4262791.645,3617518.168,2774727.281,4078110.401,3892887.42,1688279.726,2096129.517,2320452.251,2293267.714,1905067.211,2192044.351,1262164.134,1964647.719,1338462.276,1446578.09
Com_10523_pos,4356992.787,11783801.11,11070015.33,4910725.416,1683478.46,8680318.341,11484894.67,5883158.319,4794630.527,7292897.766,2020574.072,1739920.755,4469530.295,3082898.755,3137510.202,9349314.438,13028792.11,18904533.1,12694033.4,16430912.87,97458717.39,18500945.24,5345334.88,9659943.683,13081998.36,12590829.57,7838585.384,6320442.809,9804777.74,16689092.07,3523455.882,4961418.691
Com_11074_pos,775094.2632,2550836.186,2567855.77,1189703.482,870151.9389,2190394.146,256946.4849,2026242.025,2064483.279,844422.4087,796036.3668,648574.4218,941576.0252,890355.4633,1643867.223,2364683.138,11385889.91,13694789.2,8712034.33,7147579.114,13890637.71,7916463.714,8427374.776,10613873.25,62552428.75,23981468.17,6075167.514,6985803.257,5658182.183,4715660.662,7537948.372,5613234.465
Com_12197_pos,1410498.673,2512789.011,1913857.226,792271.3451,696954.9616,1640004.864,1640521.265,2197664.477,2966987.619,1872451.914,476240.9727,650002.1585,2287332.471,912361.5581,3061920.121,1299523.87,28355527.39,60583325.38,28666570.9,86932349.72,15957681.64,93721234.5,3894505.129,1543149.774,40948451.77,4800145.641,44035876.04,10021474.2,3319161.27,20914596.65,1775627.14,2114105.538
Com_14159_pos,6852543.376,11758493.03,7386005.453,2466959.311,4556460.57,6208975.487,7087454.866,5148200.975,4125853.231,3839292.864,2497596.915,3851572.715,3529096.844,3291805.745,15160858.66,25420668.94,13282712.78,20441530.5,8544073.761,11253899.53,15107365.79,11952868.79,4690676.326,17293642.43,6878616.631,5835894.375,8752838.428,6121264.86,4234010.604,6086174.565,6759018.185,5255140.414
Com_14728_pos,3065298.92,3939262.231,3844886.502,1179141.336,2825429.49,3033740.853,5881310.479,3143123.765,19276182.7,18899045.51,2448817.191,3022742.869,4200649.307,4026711.595,6579420.251,8285389.363,3717219.589,16517469.21,3782203.065,3727948.661,9873438.543,4164239.22,7597994.031,9639154.115,11856606.82,4882071.235,9926473.904,5304516.028,1246994.381,15686236.85,2640006.904,3067472.798
Com_17884_pos,5294749.234,5222911.594,4549983.638,10301824.26,9495339.318,15858136.07,8388775.975,10426906.08,2929863.213,1986849.834,7557075.317,4249870.827,7478185.347,11803483.44,2038141.657,9626792.908,6052229.859,8017394.596,7691110.695,5288205.588,4962048.186,6855220.827,3654839.453,4417636.673,4055140.216,3915683.444,1914525.751,2902607.575,1580862.837,2208056.807,2751777.193,1605640.704
Com_18258_pos,3746116.257,4404242.872,5057015.013,4358145.322,3420049.399,5623152.159,38220794.39,4765796.171,3725881.823,3491237.813,6858103.364,12854544.1,2911647.922,1919332.549,8414864.272,10714761.94,6822923.142,10201888.27,7185666.364,8130778.87,11946974.44,6783817.529,4312700.076,5694891.104,7439068.868,4101756.397,13555078.64,8261545.681,3807477.019,6433897.69,4845734.354,4126106.686
Com_19855_pos,3028521.756,3389558.968,3600506.296,2731490.094,755621.7813,5471030.301,8155940.715,4492149.33,6479141.395,6302611.03,3251057.201,3945971.588,2793554.669,1553826.704,7585501.121,5449398.074,8944591.269,8380119.188,9518566.106,6603464.947,10628011.86,8031926.213,15515999.09,7962672.25,17564025.24,5661734.831,12783327.38,17809091.74,6654211.621,8177782.973,9537715.221,7527459.898
Com_21048_pos,3064168.506,2940981.425,2632967.841,1426383.643,2237604.775,2196127.473,10422192.11,2260027.183,8962913.571,3309881.356,2202543.582,2403240.445,2789393.733,1719588.558,5717406.429,7608262.582,2753770.13,4019387.666,1627188.718,3682701.965,2974857.577,3076657.821,1371010.479,3083386.523,2634790.832,4367052.192,2674079.344,2610731.184,1590859.021,3194670.894,2109468.907,2576573.05
Com_22256_pos,2785325.301,7614303.478,9010723.34,1959158.211,2332926.371,3484220.533,6992164.928,3191366.572,2764940.265,3106999.988,8084088.093,4264266.03,5351083.266,2436212.897,3729630.851,4572916.028,7415595.719,15694467.05,15033733.46,5617848.068,4197727.608,6975411.883,10290687.08,7099349.755,5506272.395,7385381.108,5058582.585,6631624.772,2981276.327,8393781.386,4540268.528,6412622.91
Com_22762_pos,1626883.53,1128630.732,576300.6815,6635747.099,926458.1057,1413546.355,949872.3888,783972.9402,221425.5481,233816.6837,1512585.16,1658808.656,1171091.499,868428.691,469293.7926,990719.2823,398633.898,427620.4247,354402.7726,414955.1174,489248.484,251761.9868,337420.2829,593584.4937,345158.3762,137067.0302,214643.4222,247639.9164,114860.7325,97665.86615,549345.3063,274403.1306
Com_114_pos,1288737668,1614319680,2266637255,1645878641,4922317364,2278845001,4192017643,3829670477,2284082369,3441291228,4823757661,7979768685,3888187279,6208267907,3952854858,3408456358,3473607727,3897695183,1835246671,1916958953,3374025946,1210488150,3076486141,2107412919,1329720394,845736686.5,1272199353,2597777276,814512494.3,1538291651,1589104041,1739437451
Com_140_pos,3799349773,3029830386,2458814649,4374684229,2464181845,4977783705,8261773761,7028985207,481931293.7,2615075305,824968707.1,1863926513,4292286828,3516552298,727711037.3,1760056140,6075861892,7019848540,5578311852,3516509156,8201839001,2543351239,5571320041,3073253703,2453103348,2161734464,3110155700,2843551128,1265671230,3257596933,1116481148,2021334342
Com_240_pos,244456067.1,265382297.8,293335359.6,134511851.7,137818492.8,182519581,244819863.7,480547857.6,989559375.1,468560108.3,575381568.9,469918308.7,559694469.4,99128745.94,2490031439,359169577,504457773.9,350167559.8,312063051.2,365754872.1,617371718,322898290.1,909383268.6,341173353.3,836379181.3,170041399.9,427062315.2,447210538.9,425351376.2,315152506.2,763616843,241741147.6
Com_282_pos,35203996.55,55954993.65,86276172.52,44407216.1,12856931.12,39146571.02,190244135.2,65223666.65,387687095.6,211966793.4,85196942.93,47203651.23,35060188.22,22385366.64,224725766.4,156042898.9,1486734649,1822987144,1742433065,1214914607,2201711627,970331708.6,2303858400,1923127656,1232072973,1091131773,1933669720,2670793243,1321802062,1635976505,2026544583,991479266.8
Com_283_pos,1906796169,692714859.2,743756412.1,1129163665,409119030.3,769786919,738773391,1279295225,358036051.8,335184564.3,742865340.6,2546159805,1907279184,452145886.5,1142529338,675411696.6,177935357.8,235142767.6,342992365.1,195744407.9,225437073.1,222337002.7,399698954.9,158511732.3,401229457.1,144906915,209774941.9,361548385.6,216720579.1,208677726.9,146707233.6,184075732
Com_429_pos,139811691.3,162924529.3,89890467.02,138347493,95403541.65,83588288.26,156828273,365937059.5,896117868.6,518634728.6,555741338.4,314331123.8,532881441.3,74020013.95,728593722.3,255869011.6,142646377.6,101601332.5,44243134.71,28597301.7,188657420,71793192.35,205767863.9,120561637.8,104103154.9,49408605.29,96064475.86,166369165,73109951.44,99043319.12,185506473.6,57588873.44
Com_793_pos,146049117.3,4094094.729,2599098.303,140289725,4375928.208,48119530.12,102507291.4,176765758.8,137440916.4,20402416.79,375807138.7,299453207.8,221769563.3,22104760.59,636721070.6,73064232.33,126617228.1,69498472.92,43788520.16,8468427.955,236769998.3,9624170.971,331782289,170041311.1,13839341.16,4354813.444,79762201.79,381757133.7,7740753.838,30922242.36,233229351.5,103810952.3
Com_1005_pos,82020529.67,134366333.9,75456609.54,96420970.86,26890846.86,521879706.9,325115906.2,67327971.63,338359260.7,338763978.1,113223560,111184091.8,323105407.7,64356503.27,74371465.07,62909401.58,4907434.073,3571475.185,2598942.296,2306084.927,2023437.797,2240125.038,1150140.243,1995416.738,1107299.316,780072.9943,835156.7172,1204936.013,686266.7444,601030.0688,1388744.809,972724.302
Com_1070_pos,55187578.56,95846357.21,78415653.33,50923908.94,51709521.39,96405692.96,168789932.7,100640948.1,181002020.4,93675500.84,312222685.7,90488806.81,101564817.8,44776185.34,439592579.4,165810537.7,153661730.9,154584962.3,103748311.7,121191102.6,197702005.9,107112943,176819019.5,123346756.9,129610417.6,52385642.47,91781920.52,162427781.7,64429299.96,87704970.01,127130020.1,47821931.36
Com_1445_pos,185405560.6,146356292.8,142450923.6,109902085.1,78265967.12,303077127.6,335694140.5,290082203.8,232026962.8,63961757.13,328272134.3,429868676.9,174276212.2,83112147.66,160610617.6,382146380.7,252963139.1,351198325.3,332620725.5,228548837.5,225955258.5,160716408.4,236744083.7,280730821.4,149392405.6,71330168.63,96635153.73,102531635.3,77367204.26,62340483.47,135514408,134537930.4
Com_1897_pos,140463785.7,112582592.9,92054262.85,122862899.4,97835727.83,458256031.1,206473671.8,54151843.23,31450524.75,28124371.72,64000003.43,180098674.3,59227935.56,98235546.08,74686921.15,96774767.81,42153737.88,61109389.31,41610610.7,48624746.8,51869998.07,30992586.86,31919325.64,46202736.18,23909214.96,14803638.01,19762079.23,41019784.07,12752192.18,26528516.41,37819590.26,20892989.19
Com_2613_pos,107783098.2,33462750.04,21443877.71,108564393.1,18613737.11,113267540.6,1894693.02,6965140.953,993742.222,1771579.66,15099719.06,211598477.4,23195333.36,20284505.13,1938445.362,24316522.57,1588009.875,1903993.505,1794189.938,1758428.526,1564449.161,1717760.434,804299.667,1682747.438,1627252.156,9257064.869,1779717.131,1526084.292,2600007.345,4480183.557,1892502.035,2712586.089
Com_2728_pos,34834984.88,100420577.2,84708149.74,67295967.12,32902110.44,131203161.3,235147879.6,58211521.78,69056846.52,30069889.81,37685121.96,44220974.46,65650379.54,40100686.45,102393103.1,80706614.79,206584020.2,162796056.3,137858726.2,76412537.6,320868365.1,140538975.6,247591004.3,142534453.8,216030396,111455026.5,74479369.67,95731637.55,69341814.82,161709200.1,57429288.6,63409869.78
Com_2871_pos,53540454.79,29468103.41,23545852.35,15392342.2,11402419.99,37220928.62,80130756.15,38738760.82,34628741.12,16814039.11,23060593.32,189231585.8,17035800.13,13071429.12,57542250.34,85404637.27,127131507.9,158755470.6,184515075.5,70274630.77,174104282.8,93530381.71,195081776,123342297.2,44052299.99,17771346.8,53521487.6,92736785.46,26187970.37,34340136.61,41251464.84,110463091.7
Com_2909_pos,115619169.9,94230112.17,79039538.49,70114120.51,57544784.15,105444751.8,302584613.8,166788459.1,96995816.23,184110859.4,110588923.8,108282870.1,98435054.38,61305953.74,24221966.72,147228182.7,102156346.4,175296301.6,126863221.5,95055223.18,126636502.7,92502808.72,108924902,131564336.6,80487055.75,78427850.15,94240657.34,290958384.8,108513316.1,193602596.5,162988922.2,99062427.13
Com_4361_pos,68415814.44,61997506.32,57554158.17,78168672.56,37829349.22,81216579.63,154322169.9,74424606.15,38583684.3,89838076.85,45071657.58,92942832.3,50413891.15,73061498.78,20699650.25,71832324.74,70845352.99,97930155.78,82094098.27,57780023.18,56632561.39,72796790.66,66354402.63,78638423.12,45321966.21,52987029.72,39386915.84,89559679.67,26802885.14,98008969.96,88286432.9,29172888.87
Com_4718_pos,20468234.77,25254309.8,24496499.02,7455445.262,14972185.03,29129147.32,272015341,20386377.54,6201141.353,4287008.291,23495997.77,20915875.91,20307788.38,15107634.63,11750431.09,31418769.51,48594669.69,43737105.44,105971344.8,96933800.98,45457099.48,26583592.01,70756273,63473107.09,21869718.99,11056135.73,32302428.99,23006365.54,42971947.07,6955251.463,52061659.59,10646494.36
Com_5901_pos,5138997.551,3628410.345,4436582.489,1670066.707,2125951.503,4169667.921,22878086.29,2987966.451,4854068.022,5178720.72,4626664.826,2453800.206,2691297.82,1802899.333,3753117.213,8188610.774,24867214.68,6763605.191,4919617.602,6266390.106,5608515.429,5761197.408,2571992.405,3507579.931,4851964.087,3522785.943,3204371.339,3838150.634,2448511.911,3455443.605,2962071.902,3119595.626
Com_5926_pos,45355771.04,45309835.17,46467640.08,31841023.77,16839093.56,42208967.39,37809263.01,51706456.02,25548212.09,15143290.19,8550209.712,32145158.63,54283204.72,22949239.08,35959074.77,42040871.98,58203345.84,69760151.18,55144677.93,58079891.19,59443527.11,53803838.11,85856587.9,56248350.02,79522393.58,35851634.09,57379084.21,39781043.65,14031288.76,34771508.32,84893722.61,51635645.3
Com_6227_pos,7025670.302,14587414.97,27690465.99,5094562.723,11978566.68,13255340.66,23295224.21,9457538.815,10261924.12,13132955.82,2744180.468,9073748.627,6893513.977,6615063.769,5207616.129,24088564.58,16031973.26,26877785.87,24412427.75,26518842.49,21490340.97,27510185.56,8431166.845,15012469.79,27044195.85,176483716.8,15223005.56,11730439.98,68853763.62,23167142.79,10240535.11,12132232.93
Com_7553_pos,240151.1554,684146.7386,1298412.479,240255.3739,532191.2722,501979.8852,1123706.502,3348552.577,1769148.554,14097762.93,1139424.434,649041.77,763629.0715,331839.462,1415741.425,5358314.537,592915.8549,1180904.445,1229190.384,744672.3723,753954.1178,4320193.807,7877126.88,408176.372,2552846.585,7170516.05,10499318.61,1498984.517,5070765.596,2511696.242,3975734.249,1972849.869
Com_11467_pos,18174807.97,52878939.99,57868670.1,15936667.21,1680702.787,21971156.78,78051922.48,7117726.574,14785987.79,12461307.39,3553405.637,11281113.33,14391853.38,19208685.89,5333507.734,27098804.16,18251110.13,29951255.24,16046884.53,8972868.249,39606687.5,21517995.96,17541681.97,21281959.41,12851213.82,19432359.18,15508831.68,15884145.24,12331930.05,34870999.37,5453283.852,10793449.13
Com_15792_pos,3567362.588,3960272.989,3605775.013,2692570.286,2042122.001,6223555.224,2708242.633,5540188.017,9360219.642,5155096.874,14789715.77,5207586.37,5664254.59,2141844.553,5120394.235,12190260.09,6730037.35,10246040.59,7426332.654,6667776.613,10176314.04,5027170.288,9466144.765,10211409.99,4587697.781,5029634.29,4283720.987,5963028.336,2945724.187,10711168.92,7428102.212,4532058.06
Com_18145_pos,9472606.764,9392579.59,9316611.869,9388296.073,13928457.24,5523832.208,9625534.008,9509825.422,10615968.44,13333867.04,9381935.215,9162285.967,8411472.123,11105568.37,9476528.569,14107998.09,7402928.774,5974599.461,6280860.784,6789519.499,10730127.84,9363252.24,4557498.503,4938110.289,3137285.44,2880217.175,2912277.166,3014904.692,2190546.296,3702578.017,1932056.865,3316191.397
